user_name,user_statuses_count,user_followers_count,user_friends_count,user_verified,user_utc_offset,user_location,user_lang,user_time_zone,user_created_at_timestamp,user_protected,user_description,user_gender,user_country,user_state,user_city
1385,2037,126,130,False,,Hong Kong,en,,1237882860.0,False,Hongkonger. Ham Operator. Gamer. Runner. Hiker. Skier. Traveler.,M,Hong Kong S.A.R.,Kowloon City,Hong Kong
1386,59032,1768,2235,False,,Hongkong am Hell,en,,1187549612.0,False,"Merry prankster of the Hong Kong media scene, a joker of the Italian Renaissance style. Tools includes @gaus_ee @newsupmud9",M,Hong Kong S.A.R.,,
1386,59032,1768,2235,False,,Hongkong am Hell,en,,1187549612.0,False,"Merry prankster of the Hong Kong media scene, a joker of the Italian Renaissance style. Tools includes @gaus_ee @newsupmud9",M,Hong Kong S.A.R.,Kowloon City,Hong Kong
1387,915,53,54,False,,"Dublin, Ireland",en,,1357619883.0,False,FTL Group (Technologies) Limited is a Micro Focus Enterprise Software Partner. Strong Life Sciences focus through its partnership with NNIT Denmark.,,Ireland,Dublin,Dublin
1388,270,14,57,False,,Hong Kong,en,,1382506705.0,False,"counselling, family, depression, treatment, psychology",,Hong Kong S.A.R.,Kowloon City,Hong Kong
1389,39913,2369,36,False,,New Zealand,en,,1263580399.0,False,Ex ZBC/TV,F,New Zealand,,
1390,697,1180,103,False,,Malaysia,en,,1479837831.0,False,Keeping track of all Malaysian footballers playing in professional leagues outside the country.,,Malaysia,Kuala Lumpur,Kuala Lumpur
1391,12814,384,2038,False,,Hong Kong,en,,1222577447.0,False,Hong Konger since 1977.,M,Hong Kong S.A.R.,Kowloon City,Hong Kong
1392,231212,10539,1034,False,,global,en,,1237558556.0,False,Digital #Activism For #Tibet's Independence https://t.co/jocrRfErJT,,United Kingdom,,
1394,12522,8078,648,False,,"Catonsville, MD",en,,1237284656.0,False,INFORMS is the largest professional society in the world for professionals in the fields of analytics and OR/MS,,United States of America,Maryland,Baltimore
1396,170491,907,1042,False,,Everywhere,en,,1359845182.0,False,,,,,
1398,195170,1131,0,False,,Worldwide,en,,1279719973.0,False,"Taking action, never looking back, creating a lifestyle by my design, that's the fighter in me...",,,,
1399,51949,296,251,False,,Hong Kong,en-gb,,1477119886.0,False,Hong Kong Jobs Club - Join us Today & find the perfect Job in Hong Kong. Free Jobs Website Hong Kong Jobs Club.,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1400,222,43,159,False,,,zh-TW,,1246160139.0,False,,,,,
1401,1,0,53,False,,,zh-cn,,1482108738.0,False,,M,Hong Kong S.A.R.,Kowloon City,Hong Kong
1402,140396,1523,0,False,,Hong Kong,en,,1244745436.0,False,Up-to the hour English news relating to Hong Kong and vicinity,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1403,7305,920,410,False,,Bulgaria,en,,1250605822.0,False,"Software engineer, author of the Tizen Cookbook, Qt Ambassador, embedded GNU / Linux developer and open source enthusiast",M,Bulgaria,,
1404,17180,81,0,False,,,en,,1313120138.0,False,"https://t.co/X82qf2ZPay provide Silver related prices & indexes, latest news, including tips and useful info and Silver related articles updated every week.",,India,,
1405,226,0,0,False,,,en,,1502713730.0,False,,,,,
1406,77224,3436,0,False,,United States,en,,1292486085.0,False,"Job board for veterinary professionals and support staff, sponsored by the American Veterinary Medical Association.",,United States of America,,
1407,9534,3262,797,False,,Hong Kong,en,,1238816851.0,False,"Hong Kong's premier online literary publication. Tweets by Cha staff.
https://t.co/6RlsAPsHnm",,Hong Kong S.A.R.,Kowloon City,Hong Kong
1407,9534,3262,797,False,,Hong Kong,en,,1238816851.0,False,"Hong Kong's premier online literary publication. Tweets by Cha staff.
https://t.co/6RlsAPsHnm",,,,
1408,1482,419,1107,False,,"Madison, WI",zh-CN,,1249899590.0,False,"Anthropologist, Université de Lausanne, Switzerland. Retweet does not mean my own view.",,United States of America,Wisconsin,Madison
1410,7953,2429,9,False,,Stirling  Scotland UK,en,,1327123897.0,False,"Inst of Aquaculture is a leading international centre developing wide range of research and student training across Europe, Asia, Africa S & C America",,United Kingdom,Eastern,
1411,10758,263,245,False,,Jakarta,en,,1264472182.0,False,,F,Indonesia,Jakarta Raya,Jakarta
1412,7075,81,126,False,,SFO - NYC,en,,1318528396.0,True,California girl living in NYC,F,United States of America,New York,Syracuse
1413,174801,1259,747,False,,香港,en-gb,,1264522424.0,False,"HongKonger & British. For Brexit, & Free Speech. Against animal cruelty, halal & sharia law. Retweets & Likes are Not Endorsements https://t.co/T4SgFOEPVG",M,Hong Kong S.A.R.,Kowloon City,Hong Kong
1414,417971,307,0,False,,,en,,1371194300.0,False,,,United States of America,,
1416,50016,1261,129,False,,,ar,,1523399729.0,False,"I love nature-art-wildlife...i hate politics & war...of course i love woman♥the'r all beauty
-peace to all humanity-السلام للجميع",,,,
1417,789,18,30,False,,Hong Kong,en,,1271995977.0,False,,,China,,
1417,789,18,30,False,,Hong Kong,en,,1271995977.0,False,,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1418,320730,1023,605,False,,International,en,,1365407148.0,False,An online publication which provides the world with news editorial and opinion pieces from the local perspective. Retweets are not endorsements.,,United Kingdom,,
1419,728544,898,123,False,,USA,en,,1274007299.0,False,"Interested in maps, GPS, cartography, latitude-longitude acquisition on the web. This account is mostly to monitor activity on the site.",,United States of America,,
1420,3766,314,15,False,,,en,,1335380893.0,False,Backchat is RTHK Radio 3's current affairs programme. It airs every weekday from 8.30am-9.30am. Join us at  2338 8266 or email backchat@rthk.hk,,,,
1421,8990,7037,2840,False,,Hong Kong,en,,1246629050.0,False,"Senior journalist 20+years @abcnews Australia + Presenter, Executive Producer, now Freelance Correspondent, Media Coach in HK @AJEnglish @abcnews 
@ABCaustralia",F,Hong Kong S.A.R.,Kowloon City,Hong Kong
1422,7942,8378,3005,True,,London,en,,1299239529.0,False,Senior Lecturer @UniofSurrey | Editor @CorrJournal | Author of Masculine Identity in Modernist Literature & Alan Hollinghurst and the Vitality of Influence,M,Hong Kong S.A.R.,Kowloon City,Hong Kong
1422,7942,8378,3005,True,,London,en,,1299239529.0,False,Senior Lecturer @UniofSurrey | Editor @CorrJournal | Author of Masculine Identity in Modernist Literature & Alan Hollinghurst and the Vitality of Influence,M,United Kingdom,Greater London,London
1423,354,13,26,False,,"22.448888,114.159891",en,,1259178966.0,False,,M,China,,
1427,70,110,291,False,,"Loughborough, England",en,,1287108421.0,False,Post-Doc in Additive Manufacturing of Metamaterials @SymetaResearch. Interests in ISRU;  Space 3D Printing; Lunar Manufacturing & Resources; Astronautics.,,United Kingdom,East Midlands,Leicester
1429,247,1,0,False,,,en,,1503569308.0,False,,F,,,
95,73883,192,2921,False,,,en,,1276136934.0,False,*PLZ INDICATE THE SOURCE IF YOU TAKE THE INFO FROM HERE FOR REPOST! *轉載請注明出處! (*퍼가실때 출처를 정확히 해주세요! ) (*引用また転载する场合には、出典の明记（表记) をお愿いします。) *RTs aren't endorsements,,Philippines,National Capital Region,Manila
1431,7821,3,2,False,,Hong Kong,en,,1280173643.0,False,I love my parrot!,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1432,7,5,9,False,,,en,,1536727161.0,False,,,,,
1433,111076,485,489,False,,"Negri Sembilan, Malaysia",en,,1474637727.0,False,young blood old soul,M,Malaysia,Negeri Sembilan,Seremban
1434,47108,133,0,False,,,en,,1260333884.0,False,,,,,
1435,147,107,161,False,,Hong Kong,en,,1254719674.0,False,,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1436,4148,842,121,False,,"Wudaokou, Beijing",en,,1331353565.0,False,"ThinkIn China is a monthly academic discussion group, aiming to create a bridge between Chinese discourse on China and foreigners studying and working there.",,China,,
1437,7,38,111,False,,Hong Kong,en,,1301805824.0,False,,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1437,7,38,111,False,,Hong Kong,en,,1301805824.0,False,,,,,
1438,888,40,29,False,,Hong Kong,en,,1361844665.0,False,Beyond Thirty-Nine is a new boutique publishing company,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1439,251,0,21,False,,,en,,1522634874.0,False,,M,,,
1440,623786,9,28,False,,,en,,1392018070.0,False,ALL THE NEWS ALL THE TIME,,,,
1442,2610,253,1,False,,,en,,1295599281.0,False,"AEJMC Online Ads are a searchable, sortable database of employment opportunities advertised online with the AEJMC.",,,,
1442,2610,253,1,False,,,en,,1295599281.0,False,"AEJMC Online Ads are a searchable, sortable database of employment opportunities advertised online with the AEJMC.",,United States of America,,
1443,24355,42406,1202,False,,"Seattle, WA",en,,1237538572.0,False,Experience the future of #fintech first. Showcasing the innovators and ideas at the forefront of #banking and #financial technology.,,United States of America,Washington,Seattle
1445,612,533,97,False,,,en,,1478829157.0,False,"ESIST is a non-profit making association of higher education teachers, practitioners, academics and students in the field of audiovisual translation.",,,,
1446,984,140,302,False,,Online,en,,1392978768.0,False,Online International Business (Peer Reviewed) Research Journals          -Invites manuscripts for publication,,,,
1448,12158,2557,271,False,,香港,en,,1250555304.0,False,沒有睡懶覺的日子才記得起天上的星星。,,Hong Kong S.A.R.,Kowloon City,Hong Kong
1449,2378,46,58,False,,Earth,en,,1521569813.0,False,The old @JNTNews account got shut down after 6 years - started March 2012 was suspended March 2018. Guess I tweeted too much truth ;o),,,,
1450,3860,13252,1673,False,,"Berlin, Germany",en,,1244633213.0,False,"Freelance journalist covering cities, design, tech and beyond. Currently obsessed with freeways.",,United States of America,California,Los Angeles
1451,1939,3201,4782,False,,United Kingdom,en,,1328756049.0,False,"Modern software Delivery. Successfully delivering software testing, transformation consulting, and environments management since 2002.",,United Kingdom,,
1452,9700,1501,679,False,,Western Sydney,en,,1294588700.0,False,Western Sydney School of Law twitter account. Follow for updates law stories and all matters #westernsydney,F,Australia,New South Wales,Sydney
1453,19796,3117,899,False,,"London, UK",en,,1424878977.0,False,I tweet the top stories that the world's China experts are talking about right now. A project by @jamiembrown,,United Kingdom,Greater London,London
1454,12573,16199,1009,False,,"Phoenix, AZ",en,,1262014137.0,False,An Aussie fellow promoting uplifting joyful genuine math thinking and doing for students & teachers alike. Honored: https://t.co/Doxd3hSnpw reaching millions!,M,United States of America,Arizona,Phoenix
1456,313,127,28,False,,"Burlington, VT",en,,1510925940.0,False,"Dean Patty Prelock @UVMCNHS @UVMVermont. Autism expert, Amateur magician, grandma.",F,United States of America,Vermont,Burlington
1457,288242,949,167,False,,South Africa,en,,1340599088.0,True,,F,South Africa,,
